Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Novo Horizonte do Norte;5106273;novohorizontino;SILVANO PEREIRA NEVES;920.048;3349;3.64;98.3;0.664;21.28;39113389.27;38074710.89;24944.48
Novo São Joaquim;5106281;sãojoaquinense;LEONARDO FARIA ZAMPA;5225.595;6919;1.32;93.9;0.649;17.86;74302376.88;75198875.67;178424.27
Paranaíta;5106299;paranaitense;OSMAR ANTÔNIO MOREIRA;4814.149;11671;2.42;97.4;0.672;11.17;130921622.21;122028695.8;70518.15
Paranatinga;5106307;paranatinguense;JOSIMAR MARQUES BARBOSA;24166.632;26423;1.09;94.9;0.667;28.44;198325604.26;161439185.4;91867.26
Novo Santo Antônio;5106315;novosantoantoniense;ADÃO SOARES NOGUEIRA;4394.78;2015;0.46;96.9;0.653;;42291069.33;38020076.37;20458.85
Pedra Preta;5106372;pedrapretense;NELSON ANTONIO ORLATO;3841.672;18066;4.7;98.2;0.679;26.55;133199232;127034142;89805.8
Peixoto de Azevedo;5106422;peixotense;MAURICIO FERREIRA DE SOUZA;14433.775;32714;2.27;90.6;0.649;25.04;229027887.46;215786036.1;25734.2
Planalto da Serra;5106455;planaltensesdaserra;NATAL ALVES DE ASSIS SOBRINHO;2437.59;3166;1.3;98.5;0.656;;28818724.3;29106688.19;87939.09
Poconé;5106505;poconeano;ATAIL MARQUES DO AMARAL;17156.759;31217;1.82;94.3;0.652;12.4;175446635.74;157757843.5;21252.49
Pontal do Araguaia;5106653;pontalense;ADELCINO FRANCISCO LOPO;2742.482;6932;2.53;97.7;0.734;;52360008.56;46415947.36;17674.65
Ponte Branca;5106703;pontebranquense;CLENEI PARREIRA DA SILVA;701.138;2008;2.86;98;0.686;;36571246.78;29013080.11;20481.87
Pontes e Lacerda;5106752;lacerdense;ALCINO PEREIRA BARCELOS;8545.292;52018;6.09;96.8;0.703;11.72;265777425.78;245517520.4;52840.74
Porto Alegre do Norte;5106778;portoalegrense;DANIEL ROSA DO LAGO;3971.721;12127;3.05;97.4;0.673;25.51;86502948.24;71730315.43;44260.34
Porto dos Gaúchos;5106802;portogauchense;VANDERLEI ANTONIO DE ABREU;6846.668;5593;0.82;97.1;0.685;;83862686.9;76230504.36;246782.25
Porto Esperidião;5106828;portense;MARTINS DIAS DE OLIVEIRA;5835.278;10204;1.75;98.5;0.652;11.83;86419662.59;76214701.1;25346.89
Porto Estrela;5106851;portoestrelense;EUGENIO PELACHIM;2045.467;3224;1.58;93.1;0.599;30.3;38893055.55;36282666.14;29907.24
Poxoréu;5107008;poxoreano ou poxorense;NELSON ANTONIO PAIM;6915.298;23283;3.37;94.3;0.678;13.51;113850944.63;111623160.6;67630.15
Primavera do Leste;5107040;primaverense;LEONARDO TADEU BORTOLIN;5470.383;85146;15.56;94.7;0.752;11.23;21898231.09;24990901.38;109043.17
Querência;5107065;querenciano;FERNANDO GORGEN;17799.989;26769;1.5;91.1;0.692;10.87;317501055.73;279777426;231667.59
São José dos Quatro Marcos;5107107;quatromarquense;JAMIS SILVA BOLANDIN;1282.763;17849;13.91;98.5;0.719;19.7;87141117.19;86448410.65;23873.07
Reserva do Cabaçal;5107156;reservense;JONAS CAMPOS VIEIRA;1331.677;2122;1.59;99.2;0.676;;30281751.42;28610025.25;17235.37
Ribeirão Cascalheira;5107180;cascalheirense;LUZIA NUNES BRANDÃO;11354.555;10089;0.89;94.3;0.67;;81349900.63;76948847.92;72424.03
Ribeirãozinho;5107198;ribeirãozense;RONIVON PARREIRA DAS NEVES;624.997;2593;4.15;95.9;0.692;62.5;36885106.88;32711118.48;77486.61
Rio Branco;5107206;riobranquense;LUIZ CARLOS;539.287;4535;8.41;97.8;0.707;15.87;39335569.27;35714354;20830.42
Santa Carmem;5107248;santacarmense;RODRIGO AUDREY FRANTZ;3812.09;5374;1.41;98.7;0.715;;66011999.97;62357941.54;224418.59
