Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
São João do Tigre;2514107;sãojoãotigrense;MÁRCIO ALEXANDRE LEITE;812.617;4263;5.25;96.1;0.552;;33091662.32;33011371.98;9283.18
São José da Lagoa Tapada;2514206;sãojoseense;CLÁUDIO ANTONIO MARQUES DE SOUSA;333.724;7126;21.35;93.5;0.53;37.04;45769423.65;44040006.43;9440.27
São José de Caiana;2514305;caianense;MANOEL PEREIRA DE SOUZA;183.273;5034;27.47;97.2;0.565;24.69;37041491.32;31899431.75;8697.78
São José de Espinharas;2514404;espinharense;ANTÔNIO GOMES DA COSTA NETTO;726.757;4083;5.62;96.3;0.577;20.83;33494077.68;28617405.49;11844.18
São José dos Ramos;2514453;sanjoseense;MATHEUS AMORIM MARANHAO E SILVA;100.642;5891;58.53;98.1;0.541;27.03;43221243.92;38349367.02;14343.99
São José de Piranhas;2514503;piranhense;FRANCISCO MENDES CAMPOS;686.918;19067;27.76;97.5;0.591;24.39;101119375.68;95419731.29;11289.98
São José de Princesa;2514552;sãojoseense;JULIANO DINIZ DE MORAIS;158.052;3416;21.61;96.3;0.565;37.04;26104740.05;25296206.8;8730.43
São José do Bonfim;2514602;bonfinense;ESAÚ RAUEL DA SILVA NÓBREGA;153.629;3242;21.1;96.5;0.578;;27929966.37;25136876.05;8943.38
São José do Brejo do Cruz;2514651;sãojoseense;ANA MARIA DA SILVA OLIVEIRA;253.787;1699;6.69;97.9;0.581;;28426634.22;24527578.55;15975.52
São José do Sabugi;2514701;sabugiense;JOÃO DOMICIANO DANTAS SEGUNDO;213.555;4138;19.38;98.7;0.617;22.73;46259472.66;39861751.97;30132.81
São José dos Cordeiros;2514800;sãojoseense (dos Cordeiros);FELÍCIO KELMO ALMEIDA QUEIROZ;376.661;3411;9.06;98.5;0.556;;29492465.17;24123637.31;10237.66
São Mamede;2514909;sãomamedense;UMBERTO JEFFERSON DE MORAIS LIMA;533.446;7470;14;99;0.641;10.87;50439040.55;42629836.39;10705.26
São Miguel de Taipu;2515005;taipuense;LAELSON ALBUQUERQUE;92.413;7066;76.46;97.4;0.548;43.48;49541505.35;46660596.37;11090.71
São Sebastião de Lagoa de Roça;2515104;lagoense (de Roça);SEVERO LUIS DO NASCIMENTO NETO;46.372;11040;238.07;98.4;0.594;;52767185.47;55001101.54;8970.65
São Sebastião do Umbuzeiro;2515203;sãosebastianense;ADRIANO JERÔNIMO WOLFF;464.327;3279;7.06;96.4;0.581;20.41;26531839.71;24270779.08;11433.3
Sapé;2515302;sapeense;SIDNEI PAIVA DE FREITAS;313.678;51306;163.56;95.9;0.569;24.26;195780765.52;214153111.3;12756.07
São Vicente do Seridó;2515401;seridoense;ERIVAM DOS ANJOS LEONARDO;262.751;10291;39.17;97.2;0.555;6.9;49657979.85;49753958.23;8232.3
Serra Branca;2515500;serrabranquense;VICENTE FIALHO DE SOUSA NETO;698.102;13614;19.5;98.2;0.628;23.08;53230942.12;51958446.97;10694.7
Serra da Raiz;2515609;serraraizense;LUIZ GONZAGA BEZERRA DUARTE;31.679;3094;97.67;99.6;0.626;;32697208.98;28454380.21;11892.76
Serra Grande;2515708;serragrandense;VICENTE ANTONIO DA SILVA NETO;64.352;2942;45.72;95.7;0.586;;29461976;25118683.52;11360.25
Serra Redonda;2515807;serraredondense;FRANCISCO BERNARDO DOS SANTOS;55.197;6828;123.7;97;0.57;11.76;33577467.62;29449487;10172.58
Serraria;2515906;serrariense;PETRÔNIO DE FREITAS SILVA;65.062;4885;75.08;96.3;0.547;14.49;31439349.5;27350148.7;11212.51
Sertãozinho;2515930;sertãozienhense;JOSE DE SOUSA MACHADO;32.455;5054;155.72;97.8;0.621;27.78;40772798.3;34501255.44;10612.64
Sobrado;2515971;sobradense;OLINALDO MARTINS DA SILVA;61.953;8236;132.94;98;0.573;8;43291595.06;42475107.75;14360.58
Solânea;2516003;solanense;KAYSER NOGUEIRA PINTO ROCHA;233.043;26774;114.89;97.4;0.595;17.24;91242063.73;83198584.11;13553.35
Soledade;2516102;soledadense;GERALDO MOURA RAMOS;578.178;13968;24.16;98.5;0.616;6.1;83136197.87;71047561.4;13377.14
Sossêgo;2516151;sosseguense;LUSINEIDE OLIVEIRA LIMA ALMEIDA;147.264;3345;22.71;100;0.573;;29102951.54;26091660.99;10663.42
Sousa;2516201;sousense;FABIO TYRONE BRAGA DE OLIVEIRA;728.492;67259;92.33;97.6;0.668;22.25;241920523.91;225582650.8;18836.93
Sumé;2516300;sumeense;EDEN DUARTE PINTO DE SOUSA;833.315;17166;20.6;97.5;0.627;14.49;88431026.26;88640532.97;11749.92
Tacima;2516409;tacimense;LUIS RODRIGUES SOBRINHO;245.236;8010;32.66;97;0.551;24.1;47888400.93;44483852.06;8317.81
Taperoá;2516508;taperoaense;GEORGE CIRO MONTEIRO DE FARIAS;628.365;14068;22.39;96.8;0.578;28.09;72018096.35;64645707.91;8977.25
Tavares;2516607;tavarense;GENILDO JOSÉ DA SILVA;239.507;14101;58.88;98.3;0.586;17.14;68008736.49;60921592.38;9458.45
Teixeira;2516706;teixeirense;WENCESLAU SOUZA MARQUES;155.452;14631;94.12;97.3;0.605;4.98;71921567.4;66038397.54;11027.51
Tenório;2516755;tenorense;MANOEL VASCONCELOS;87.452;2966;33.92;95.7;0.581;25.64;30460564.26;25075267.93;11111.22
Triunfo;2516805;triunfense;ESPEDITO CEZARIO DE FREITAS FILHO;224.336;9892;44.09;98.8;0.609;;68002746.61;60359819.24;9233.39
Uiraúna;2516904;uiraunense;MARIA SULENE DANTAS SARMENTO;293.182;14930;50.92;97.8;0.636;;94894850.97;82775540.31;12537.15
Umbuzeiro;2517001;umbuzeirense;JOSÉ NIVALDO DE ARAÚJO;185.578;9124;49.17;99.4;0.584;9.01;57055635.68;53856435.63;9193.27
Várzea;2517100;varzense;OTONI COSTA DE MEDEIROS;191.282;2668;13.95;99.5;0.707;;25936405.26;23337323.62;13087.54
Vieirópolis;2517209;vieiropolense;JOSE CELIO ARISTOTELES;147.098;4864;33.07;98.6;0.571;;33322705.28;30060406.33;9766.21
Zabelê;2517407;zabeleense;SEBASTIÃO DALYSON DE LIMA NEVES;106.811;2228;20.86;97.3;0.623;30.3;31937463.31;28572630.38;11882.14
